BASE_CASE_15_PROP_PERMX.GRDECL,BASE_CASE_16_PROP_PERMX.GRDECL,BASE_CASE_17_PROP_PERMX.GRDECL,BASE_CASE_18_PROP_PERMX.GRDECL,BASE_CASE_19_PROP_PERMX.GRDECL
216.219,216.219,216.219,216.219,216.219
265.448,265.448,265.448,265.448,265.448
34.1428,34.1428,34.1428,34.1428,34.1428
25.6476,25.6476,25.6476,25.6476,25.6476
16.2652,16.2652,16.2652,16.2652,16.2652
28.8668,28.8668,28.8668,28.8668,28.8668
37.5422,37.5422,37.5422,37.5422,37.5422
37.9709,37.9709,37.9709,37.9709,37.9709
45.7731,45.7731,45.7731,45.7731,45.7731
59.9478,59.9478,59.9478,59.9478,59.9478
123.202,123.202,123.202,123.202,123.202
87.3846,87.3846,87.3846,87.3846,87.3846
75.6846,75.6846,75.6846,75.6846,75.6846
69.9649,69.9649,69.9649,69.9649,69.9649
181.774,181.774,181.774,181.774,181.774
158.912,158.912,158.912,158.912,158.912
68.4017,68.4017,68.4017,68.4017,68.4017
94.7037,94.7037,94.7037,94.7037,94.7037
159.358,159.358,159.358,159.358,159.358
106.755,106.755,106.755,106.755,106.755
159.69,159.69,159.69,159.69,159.69
275.654,275.654,275.654,275.654,275.654
295.324,295.324,295.324,295.324,295.324
296.264,296.264,296.264,296.264,296.264
292.503,292.503,292.503,292.503,292.503
296.213,296.213,296.213,296.213,296.213
17.2961,17.2961,17.2961,17.2961,17.2961
14.0312,14.0312,14.0312,14.0312,14.0312
13.991,13.991,13.991,13.991,13.991
16.3511,16.3511,16.3511,16.3511,16.3511
44.6761,44.6761,44.6761,44.6761,44.6761
63.8941,63.8941,63.8941,63.8941,63.8941
84.5967,84.5967,84.5967,84.5967,84.5967
75.739,75.739,75.739,75.739,75.739
43.5441,43.5441,43.5441,43.5441,43.5441
50.6329,50.6329,50.6329,50.6329,50.6329
101.083,101.083,101.083,101.083,101.083
117.715,117.715,117.715,117.715,117.715
103.751,103.751,103.751,103.751,103.751
162.257,162.257,162.257,162.257,162.257
118.33,118.33,118.33,118.33,118.33
153.936,153.936,153.936,153.936,153.936
101.384,101.384,101.384,101.384,101.384
170.994,170.994,170.994,170.994,170.994
274.4,274.4,274.4,274.4,274.4
296.16,296.16,296.16,296.16,296.16
483.997,483.997,483.997,483.997,483.997
454.326,454.326,454.326,454.326,454.326
296.04,296.04,296.04,296.04,296.04
314.851,314.851,314.851,314.851,314.851
19.1228,19.1228,19.1228,19.1228,19.1228
35.7969,35.7969,35.7969,35.7969,35.7969
37.9372,37.9372,37.9372,37.9372,37.9372
48.6695,48.6695,48.6695,48.6695,48.6695
59.1332,59.1332,59.1332,59.1332,59.1332
122.704,122.704,122.704,122.704,122.704
86.9617,86.9617,86.9617,86.9617,86.9617
95.3295,95.3295,95.3295,95.3295,95.3295
68.4555,68.4555,68.4555,68.4555,68.4555
113.499,113.499,113.499,113.499,113.499
110.795,110.795,110.795,110.795,110.795
159.768,159.768,159.768,159.768,159.768
162.879,162.879,162.879,162.879,162.879
116.899,116.899,116.899,116.899,116.899
106.794,106.794,106.794,106.794,106.794
69.9192,69.9192,69.9192,69.9192,69.9192
159.412,159.412,159.412,159.412,159.412
247.153,247.153,247.153,247.153,247.153
295.63,295.63,295.63,295.63,295.63
296.251,296.251,296.251,296.251,296.251
377.714,377.714,377.714,377.714,377.714
378.038,378.038,378.038,378.038,378.038
322.6,322.6,322.6,322.6,322.6
451.392,451.392,451.392,451.392,451.392
46.241,46.241,46.241,46.241,46.241
44.2561,44.2561,44.2561,44.2561,44.2561
62.5202,62.5202,62.5202,62.5202,62.5202
103.926,103.926,103.926,103.926,103.926
71.2025,71.2025,71.2025,71.2025,71.2025
65.6016,65.6016,65.6016,65.6016,65.6016
159.399,159.399,159.399,159.399,159.399
123.998,123.998,123.998,123.998,123.998
184.583,184.583,184.583,184.583,184.583
274.367,274.367,274.367,274.367,274.367
98.8367,98.8367,98.8367,98.8367,98.8367
71.9029,71.9029,71.9029,71.9029,71.9029
193.468,193.468,193.468,193.468,193.468
157.86,157.86,157.86,157.86,157.86
137.671,137.671,137.671,137.671,137.671
166.273,166.273,166.273,166.273,166.273
245.699,245.699,245.699,245.699,245.699
293.907,293.907,293.907,293.907,293.907
293.075,293.075,293.075,293.075,293.075
280.086,280.086,280.086,280.086,280.086
293.484,293.484,293.484,293.484,293.484
296.017,296.017,296.017,296.017,296.017
295.382,295.382,295.382,295.382,295.382
296.187,296.187,296.187,296.187,296.187
86.2319,86.2319,86.2319,86.2319,86.2319
76.0565,76.0565,76.0565,76.0565,76.0565
91.9827,91.9827,91.9827,91.9827,91.9827
94.0061,94.0061,94.0061,94.0061,94.0061
123.957,123.957,123.957,123.957,123.957
132.793,132.793,132.793,132.793,132.793
112.792,112.792,112.792,112.792,112.792
199.27,199.27,199.27,199.27,199.27
185.832,185.832,185.832,185.832,185.832
163.969,163.969,163.969,163.969,163.969
174.268,174.268,174.268,174.268,174.268
198.843,198.843,198.843,198.843,198.843
182.743,182.743,182.743,182.743,182.743
155.827,155.827,155.827,155.827,155.827
197.073,197.073,197.073,197.073,197.073
237.449,237.449,237.449,237.449,237.449
292.168,292.168,292.168,292.168,292.168
294.944,294.944,294.944,294.944,294.944
293.851,293.851,293.851,293.851,293.851
294.325,294.325,294.325,294.325,294.325
190.177,190.177,190.177,190.177,190.177
274.462,274.462,274.462,274.462,274.462
199.969,199.969,199.969,199.969,199.969
263.072,263.072,263.072,263.072,263.072
116.771,116.771,116.771,116.771,116.771
170.045,170.045,170.045,170.045,170.045
123.588,123.588,123.588,123.588,123.588
123.034,123.034,123.034,123.034,123.034
134.705,134.705,134.705,134.705,134.705
94.0368,94.0368,94.0368,94.0368,94.0368
165.597,165.597,165.597,165.597,165.597
174.992,174.992,174.992,174.992,174.992
158.404,158.404,158.404,158.404,158.404
245.568,245.568,245.568,245.568,245.568
122.943,122.943,122.943,122.943,122.943
188.481,188.481,188.481,188.481,188.481
130.761,130.761,130.761,130.761,130.761
161.389,161.389,161.389,161.389,161.389
118.38,118.38,118.38,118.38,118.38
202.77,202.77,202.77,202.77,202.77
159.602,159.602,159.602,159.602,159.602
274.508,274.508,274.508,274.508,274.508
274.338,274.338,274.338,274.338,274.338
225.291,225.291,225.291,225.291,225.291
216.791,216.791,216.791,216.791,216.791
189.691,189.691,189.691,189.691,189.691
125.738,125.738,125.738,125.738,125.738
235.307,235.307,235.307,235.307,235.307
230.656,230.656,230.656,230.656,230.656
159.54,159.54,159.54,159.54,159.54
238.726,238.726,238.726,238.726,238.726
198.579,198.579,198.579,198.579,198.579
127.646,127.646,127.646,127.646,127.646
113.746,113.746,113.746,113.746,113.746
123.136,123.136,123.136,123.136,123.136
111.683,111.683,111.683,111.683,111.683
174.148,174.148,174.148,174.148,174.148
118.811,118.811,118.811,118.811,118.811
158.716,158.716,158.716,158.716,158.716
159.19,159.19,159.19,159.19,159.19
186.748,186.748,186.748,186.748,186.748
133.495,133.495,133.495,133.495,133.495
119.735,119.735,119.735,119.735,119.735
281.204,281.204,281.204,281.204,281.204
169.259,169.259,169.259,169.259,169.259
198.773,198.773,198.773,198.773,198.773
183.996,183.996,183.996,183.996,183.996
172.258,172.258,172.258,172.258,172.258
200.095,200.095,200.095,200.095,200.095
124.546,124.546,124.546,124.546,124.546
161.704,161.704,161.704,161.704,161.704
274.44,274.44,274.44,274.44,274.44
274.481,274.481,274.481,274.481,274.481
202.645,202.645,202.645,202.645,202.645
202.755,202.755,202.755,202.755,202.755
215.263,215.263,215.263,215.263,215.263
104.412,104.412,104.412,104.412,104.412
121.618,121.618,121.618,121.618,121.618
202.924,202.924,202.924,202.924,202.924
97.8309,97.8309,97.8309,97.8309,97.8309
71.8524,71.8524,71.8524,71.8524,71.8524
77.5393,77.5393,77.5393,77.5393,77.5393
122.959,122.959,122.959,122.959,122.959
94.4634,94.4634,94.4634,94.4634,94.4634
69.2217,69.2217,69.2217,69.2217,69.2217
58.8719,58.8719,58.8719,58.8719,58.8719
126.851,126.851,126.851,126.851,126.851
175.459,175.459,175.459,175.459,175.459
188.849,188.849,188.849,188.849,188.849
186.989,186.989,186.989,186.989,186.989
167.933,167.933,167.933,167.933,167.933
219.002,219.002,219.002,219.002,219.002
141.039,141.039,141.039,141.039,141.039
189.742,189.742,189.742,189.742,189.742
162.921,162.921,162.921,162.921,162.921
202.948,202.948,202.948,202.948,202.948
274.577,274.577,274.577,274.577,274.577
220.188,220.188,220.188,220.188,220.188
210.819,210.819,210.819,210.819,210.819
216.305,216.305,216.305,216.305,216.305
173.458,173.458,173.458,173.458,173.458
199.039,199.039,199.039,199.039,199.039
182.584,182.584,182.584,182.584,182.584
117.59,117.59,117.59,117.59,117.59
71.4723,71.4723,71.4723,71.4723,71.4723
81.6038,81.6038,81.6038,81.6038,81.6038
68.9014,68.9014,68.9014,68.9014,68.9014
49.6974,49.6974,49.6974,49.6974,49.6974
42.8655,42.8655,42.8655,42.8655,42.8655
41.0137,41.0137,41.0137,41.0137,41.0137
168.08,168.08,168.08,168.08,168.08
222.017,222.017,222.017,222.017,222.017
167.697,167.697,167.697,167.697,167.697
170.794,170.794,170.794,170.794,170.794
113.421,113.421,113.421,113.421,113.421
141.073,141.073,141.073,141.073,141.073
189.801,189.801,189.801,189.801,189.801
274.5,274.5,274.5,274.5,274.5
284.014,284.014,284.014,284.014,284.014
186.701,186.701,186.701,186.701,186.701
282.378,282.378,282.378,282.378,282.378
257.526,257.526,257.526,257.526,257.526
200.564,200.564,200.564,200.564,200.564
212.121,212.121,212.121,212.121,212.121
229.795,229.795,229.795,229.795,229.795
273.464,273.464,273.464,273.464,273.464
201.246,201.246,201.246,201.246,201.246
60.2903,60.2903,60.2903,60.2903,60.2903
48.6743,48.6743,48.6743,48.6743,48.6743
123.224,123.224,123.224,123.224,123.224
123.038,123.038,123.038,123.038,123.038
69.3502,69.3502,69.3502,69.3502,69.3502
104.525,104.525,104.525,104.525,104.525
175.332,175.332,175.332,175.332,175.332
247.999,247.999,247.999,247.999,247.999
180.265,180.265,180.265,180.265,180.265
89.8302,89.8302,89.8302,89.8302,89.8302
123.085,123.085,123.085,123.085,123.085
117.604,117.604,117.604,117.604,117.604
174.239,174.239,174.239,174.239,174.239
162.687,162.687,162.687,162.687,162.687
201.827,201.827,201.827,201.827,201.827
189.625,189.625,189.625,189.625,189.625
274.347,274.347,274.347,274.347,274.347
175.324,175.324,175.324,175.324,175.324
274.424,274.424,274.424,274.424,274.424
274.433,274.433,274.433,274.433,274.433
279.752,279.752,279.752,279.752,279.752
274.329,274.329,274.329,274.329,274.329
215.242,215.242,215.242,215.242,215.242
183.437,183.437,183.437,183.437,183.437
93.517,93.517,93.517,93.517,93.517
123.3,123.3,123.3,123.3,123.3
111.553,111.553,111.553,111.553,111.553
84.4142,84.4142,84.4142,84.4142,84.4142
170.466,170.466,170.466,170.466,170.466
157.898,157.898,157.898,157.898,157.898
116.016,116.016,116.016,116.016,116.016
93.3533,93.3533,93.3533,93.3533,93.3533
184.189,184.189,184.189,184.189,184.189
121.493,121.493,121.493,121.493,121.493
64.5452,64.5452,64.5452,64.5452,64.5452
95.0147,95.0147,95.0147,95.0147,95.0147
85.1643,85.1643,85.1643,85.1643,85.1643
96.1948,96.1948,96.1948,96.1948,96.1948
123.44,123.44,123.44,123.44,123.44
219.373,219.373,219.373,219.373,219.373
289.432,289.432,289.432,289.432,289.432
191.2,191.2,191.2,191.2,191.2
286.308,286.308,286.308,286.308,286.308
193.818,193.818,193.818,193.818,193.818
211.737,211.737,211.737,211.737,211.737
274.466,274.466,274.466,274.466,274.466
244.708,244.708,244.708,244.708,244.708
175.723,175.723,175.723,175.723,175.723
177.54,177.54,177.54,177.54,177.54
94.7783,94.7783,94.7783,94.7783,94.7783
59.7592,59.7592,59.7592,59.7592,59.7592
52.5734,52.5734,52.5734,52.5734,52.5734
54.8247,54.8247,54.8247,54.8247,54.8247
159.519,159.519,159.519,159.519,159.519
93.9183,93.9183,93.9183,93.9183,93.9183
122.961,122.961,122.961,122.961,122.961
185.542,185.542,185.542,185.542,185.542
226.037,226.037,226.037,226.037,226.037
114.343,114.343,114.343,114.343,114.343
111.019,111.019,111.019,111.019,111.019
71.5116,71.5116,71.5116,71.5116,71.5116
166.85,166.85,166.85,166.85,166.85
154.046,154.046,154.046,154.046,154.046
233.074,233.074,233.074,233.074,233.074
274.447,274.447,274.447,274.447,274.447
240.114,240.114,240.114,240.114,240.114
294.132,294.132,294.132,294.132,294.132
286.494,286.494,286.494,286.494,286.494
259.368,259.368,259.368,259.368,259.368
256.833,256.833,256.833,256.833,256.833
202.962,202.962,202.962,202.962,202.962
291.982,291.982,291.982,291.982,291.982
187.398,187.398,187.398,187.398,187.398
54.9432,54.9432,54.9432,54.9432,54.9432
69.9383,69.9383,69.9383,69.9383,69.9383
54.1112,54.1112,54.1112,54.1112,54.1112
44.8262,44.8262,44.8262,44.8262,44.8262
89.6496,89.6496,89.6496,89.6496,89.6496
157.92,157.92,157.92,157.92,157.92
174.985,174.985,174.985,174.985,174.985
208.806,208.806,208.806,208.806,208.806
122.529,122.529,122.529,122.529,122.529
167.793,167.793,167.793,167.793,167.793
120.934,120.934,120.934,120.934,120.934
60.2204,60.2204,60.2204,60.2204,60.2204
112.668,112.668,112.668,112.668,112.668
112.957,112.957,112.957,112.957,112.957
190.539,190.539,190.539,190.539,190.539
188.008,188.008,188.008,188.008,188.008
282.768,282.768,282.768,282.768,282.768
279.27,279.27,279.27,279.27,279.27
294.508,294.508,294.508,294.508,294.508
274.494,274.494,274.494,274.494,274.494
163.947,163.947,163.947,163.947,163.947
188.362,188.362,188.362,188.362,188.362
165.281,165.281,165.281,165.281,165.281
88.6105,88.6105,88.6105,88.6105,88.6105
77.3891,77.3891,77.3891,77.3891,77.3891
93.815,93.815,93.815,93.815,93.815
85.5626,85.5626,85.5626,85.5626,85.5626
41.9507,41.9507,41.9507,41.9507,41.9507
55.0709,55.0709,55.0709,55.0709,55.0709
153.911,153.911,153.911,153.911,153.911
209.85,209.85,209.85,209.85,209.85
189.611,189.611,189.611,189.611,189.611
175.04,175.04,175.04,175.04,175.04
118.377,118.377,118.377,118.377,118.377
64.0318,64.0318,64.0318,64.0318,64.0318
97.0491,97.0491,97.0491,97.0491,97.0491
123.017,123.017,123.017,123.017,123.017
158.724,158.724,158.724,158.724,158.724
96.7853,96.7853,96.7853,96.7853,96.7853
112.539,112.539,112.539,112.539,112.539
216.879,216.879,216.879,216.879,216.879
274.511,274.511,274.511,274.511,274.511
292.059,292.059,292.059,292.059,292.059
279.907,279.907,279.907,279.907,279.907
274.407,274.407,274.407,274.407,274.407
215.151,215.151,215.151,215.151,215.151
159.453,159.453,159.453,159.453,159.453
123.153,123.153,123.153,123.153,123.153
183.615,183.615,183.615,183.615,183.615
256.248,256.248,256.248,256.248,256.248
103.893,103.893,103.893,103.893,103.893
41.9092,41.9092,41.9092,41.9092,41.9092
123.065,123.065,123.065,123.065,123.065
198.011,198.011,198.011,198.011,198.011
135.537,135.537,135.537,135.537,135.537
118.854,118.854,118.854,118.854,118.854
93.1351,93.1351,93.1351,93.1351,93.1351
68.3421,68.3421,68.3421,68.3421,68.3421
95.6509,95.6509,95.6509,95.6509,95.6509
94.4624,94.4624,94.4624,94.4624,94.4624
100.03,100.03,100.03,100.03,100.03
188.831,188.831,188.831,188.831,188.831
187.178,187.178,187.178,187.178,187.178
154.397,154.397,154.397,154.397,154.397
202.649,202.649,202.649,202.649,202.649
236.957,236.957,236.957,236.957,236.957
196.635,196.635,196.635,196.635,196.635
265.463,265.463,265.463,265.463,265.463
228.955,228.955,228.955,228.955,228.955
198.053,198.053,198.053,198.053,198.053
202.539,202.539,202.539,202.539,202.539
175.206,175.206,175.206,175.206,175.206
186.633,186.633,186.633,186.633,186.633
232.412,232.412,232.412,232.412,232.412
122.925,122.925,122.925,122.925,122.925
70.8055,70.8055,70.8055,70.8055,70.8055
94.8274,94.8274,94.8274,94.8274,94.8274
69.6645,69.6645,69.6645,69.6645,69.6645
62.5343,62.5343,62.5343,62.5343,62.5343
37.9786,37.9786,37.9786,37.9786,37.9786
37.9151,37.9151,37.9151,37.9151,37.9151
68.4156,68.4156,68.4156,68.4156,68.4156
48.827,48.827,48.827,48.827,48.827
51.1051,51.1051,51.1051,51.1051,51.1051
60.3815,60.3815,60.3815,60.3815,60.3815
94.9706,94.9706,94.9706,94.9706,94.9706
189.099,189.099,189.099,189.099,189.099
174.61,174.61,174.61,174.61,174.61
202.333,202.333,202.333,202.333,202.333
167.075,167.075,167.075,167.075,167.075
175.148,175.148,175.148,175.148,175.148
210.204,210.204,210.204,210.204,210.204
274.51,274.51,274.51,274.51,274.51
274.485,274.485,274.485,274.485,274.485
189.958,189.958,189.958,189.958,189.958
178.57,178.57,178.57,178.57,178.57
90.3007,90.3007,90.3007,90.3007,90.3007
111.709,111.709,111.709,111.709,111.709
85.1094,85.1094,85.1094,85.1094,85.1094
94.0982,94.0982,94.0982,94.0982,94.0982
70.1515,70.1515,70.1515,70.1515,70.1515
45.1019,45.1019,45.1019,45.1019,45.1019
36.512,36.512,36.512,36.512,36.512
54.0224,54.0224,54.0224,54.0224,54.0224
33.5301,33.5301,33.5301,33.5301,33.5301
41.9006,41.9006,41.9006,41.9006,41.9006
41.197,41.197,41.197,41.197,41.197
36.6865,36.6865,36.6865,36.6865,36.6865
70.0551,70.0551,70.0551,70.0551,70.0551
234.665,234.665,234.665,234.665,234.665
216.77,216.77,216.77,216.77,216.77
241.768,241.768,241.768,241.768,241.768
75.1171,75.1171,75.1171,75.1171,75.1171
119.058,119.058,119.058,119.058,119.058
162.438,162.438,162.438,162.438,162.438
121.585,121.585,121.585,121.585,121.585
112.143,112.143,112.143,112.143,112.143
74.3309,74.3309,74.3309,74.3309,74.3309
78.7865,78.7865,78.7865,78.7865,78.7865
44.5043,44.5043,44.5043,44.5043,44.5043
27.0321,27.0321,27.0321,27.0321,27.0321
53.7397,53.7397,53.7397,53.7397,53.7397
51.0239,51.0239,51.0239,51.0239,51.0239
88.4541,88.4541,88.4541,88.4541,88.4541
86.2631,86.2631,86.2631,86.2631,86.2631
161.837,161.837,161.837,161.837,161.837
196.995,196.995,196.995,196.995,196.995
216.448,216.448,216.448,216.448,216.448
276.953,276.953,276.953,276.953,276.953
274.5,274.5,274.5,274.5,274.5
226.64,226.64,226.64,226.64,226.64
217.121,217.121,217.121,217.121,217.121
170.913,170.913,170.913,170.913,170.913
177.226,177.226,177.226,177.226,177.226
149.499,149.499,149.499,149.499,149.499
202.739,202.739,202.739,202.739,202.739
185.203,185.203,185.203,185.203,185.203
189.885,189.885,189.885,189.885,189.885
261.014,261.014,261.014,261.014,261.014
220.599,220.599,220.599,220.599,220.599
198.614,198.614,198.614,198.614,198.614
177.409,177.409,177.409,177.409,177.409
93.6406,93.6406,93.6406,93.6406,93.6406
60.0507,60.0507,60.0507,60.0507,60.0507
57.3926,57.3926,57.3926,57.3926,57.3926
122.947,122.947,122.947,122.947,122.947
114.843,114.843,114.843,114.843,114.843
123.156,123.156,123.156,123.156,123.156
154.206,154.206,154.206,154.206,154.206
194.742,194.742,194.742,194.742,194.742
212.867,212.867,212.867,212.867,212.867
201.713,201.713,201.713,201.713,201.713
202.875,202.875,202.875,202.875,202.875
226.96,226.96,226.96,226.96,226.96
215.021,215.021,215.021,215.021,215.021
207.199,207.199,207.199,207.199,207.199
202.793,202.793,202.793,202.793,202.793
188.473,188.473,188.473,188.473,188.473
213.98,213.98,213.98,213.98,213.98
214.137,214.137,214.137,214.137,214.137
193.665,193.665,193.665,193.665,193.665
277.497,277.497,277.497,277.497,277.497
158.795,158.795,158.795,158.795,158.795
197.369,197.369,197.369,197.369,197.369
169.839,169.839,169.839,169.839,169.839
166.377,166.377,166.377,166.377,166.377
136.788,136.788,136.788,136.788,136.788
51.0119,51.0119,51.0119,51.0119,51.0119
49.92,49.92,49.92,49.92,49.92
104.444,104.444,104.444,104.444,104.444
110.818,110.818,110.818,110.818,110.818
202.82,202.82,202.82,202.82,202.82
181.92,181.92,181.92,181.92,181.92
202.641,202.641,202.641,202.641,202.641
158.746,158.746,158.746,158.746,158.746
121.7,121.7,121.7,121.7,121.7
119.4,119.4,119.4,119.4,119.4
116.022,116.022,116.022,116.022,116.022
178.442,178.442,178.442,178.442,178.442
221.065,221.065,221.065,221.065,221.065
274.389,274.389,274.389,274.389,274.389
243.339,243.339,243.339,243.339,243.339
202.608,202.608,202.608,202.608,202.608
159.449,159.449,159.449,159.449,159.449
295.448,295.448,295.448,295.448,295.448
283.711,283.711,283.711,283.711,283.711
202.668,202.668,202.668,202.668,202.668
202.646,202.646,202.646,202.646,202.646
184.966,184.966,184.966,184.966,184.966
158.728,158.728,158.728,158.728,158.728
85.3537,85.3537,85.3537,85.3537,85.3537
112.435,112.435,112.435,112.435,112.435
68.3768,68.3768,68.3768,68.3768,68.3768
86.8592,86.8592,86.8592,86.8592,86.8592
122.451,122.451,122.451,122.451,122.451
120.758,120.758,120.758,120.758,120.758
174.447,174.447,174.447,174.447,174.447
150.258,150.258,150.258,150.258,150.258
94.9445,94.9445,94.9445,94.9445,94.9445
196.665,196.665,196.665,196.665,196.665
270.566,270.566,270.566,270.566,270.566
253.89,253.89,253.89,253.89,253.89
184.862,184.862,184.862,184.862,184.862
221.145,221.145,221.145,221.145,221.145
277.646,277.646,277.646,277.646,277.646
274.502,274.502,274.502,274.502,274.502
160.671,160.671,160.671,160.671,160.671
89.4933,89.4933,89.4933,89.4933,89.4933
293.743,293.743,293.743,293.743,293.743
294.331,294.331,294.331,294.331,294.331
290.861,290.861,290.861,290.861,290.861
239.239,239.239,239.239,239.239,239.239
177.891,177.891,177.891,177.891,177.891
182.088,182.088,182.088,182.088,182.088
87.3107,87.3107,87.3107,87.3107,87.3107
87.9645,87.9645,87.9645,87.9645,87.9645
41.8965,41.8965,41.8965,41.8965,41.8965
87.5425,87.5425,87.5425,87.5425,87.5425
119.626,119.626,119.626,119.626,119.626
86.5261,86.5261,86.5261,86.5261,86.5261
65.243,65.243,65.243,65.243,65.243
144.672,144.672,144.672,144.672,144.672
159.687,159.687,159.687,159.687,159.687
199.025,199.025,199.025,199.025,199.025
241.033,241.033,241.033,241.033,241.033
202.679,202.679,202.679,202.679,202.679
215.844,215.844,215.844,215.844,215.844
249.021,249.021,249.021,249.021,249.021
243.272,243.272,243.272,243.272,243.272
200.283,200.283,200.283,200.283,200.283
121.64,121.64,121.64,121.64,121.64
90.6866,90.6866,90.6866,90.6866,90.6866
295.071,295.071,295.071,295.071,295.071
294.605,294.605,294.605,294.605,294.605
292.181,292.181,292.181,292.181,292.181
277.496,277.496,277.496,277.496,277.496
134.717,134.717,134.717,134.717,134.717
134.475,134.475,134.475,134.475,134.475
111.68,111.68,111.68,111.68,111.68
51.108,51.108,51.108,51.108,51.108
61.5735,61.5735,61.5735,61.5735,61.5735
48.7937,48.7937,48.7937,48.7937,48.7937
71.5341,71.5341,71.5341,71.5341,71.5341
60.1423,60.1423,60.1423,60.1423,60.1423
109.735,109.735,109.735,109.735,109.735
117.102,117.102,117.102,117.102,117.102
146.626,146.626,146.626,146.626,146.626
198.748,198.748,198.748,198.748,198.748
145.694,145.694,145.694,145.694,145.694
220.594,220.594,220.594,220.594,220.594
282.132,282.132,282.132,282.132,282.132
289.016,289.016,289.016,289.016,289.016
113.335,113.335,113.335,113.335,113.335
122.892,122.892,122.892,122.892,122.892
86.532,86.532,86.532,86.532,86.532
96.4454,96.4454,96.4454,96.4454,96.4454
285.173,285.173,285.173,285.173,285.173
348.882,348.882,348.882,348.882,348.882
294.279,294.279,294.279,294.279,294.279
274.28,274.28,274.28,274.28,274.28
189.776,189.776,189.776,189.776,189.776
86.2781,86.2781,86.2781,86.2781,86.2781
114.66,114.66,114.66,114.66,114.66
80.8749,80.8749,80.8749,80.8749,80.8749
94.616,94.616,94.616,94.616,94.616
74.8776,74.8776,74.8776,74.8776,74.8776
93.5439,93.5439,93.5439,93.5439,93.5439
75.2568,75.2568,75.2568,75.2568,75.2568
86.3531,86.3531,86.3531,86.3531,86.3531
135.25,135.25,135.25,135.25,135.25
123.204,123.204,123.204,123.204,123.204
202.908,202.908,202.908,202.908,202.908
198.16,198.16,198.16,198.16,198.16
232.118,232.118,232.118,232.118,232.118
291.986,291.986,291.986,291.986,291.986
274.397,274.397,274.397,274.397,274.397
191.192,191.192,191.192,191.192,191.192
85.3444,85.3444,85.3444,85.3444,85.3444
86.341,86.341,86.341,86.341,86.341
85.0638,85.0638,85.0638,85.0638,85.0638
279.474,279.474,279.474,279.474,279.474
240.421,240.421,240.421,240.421,240.421
292.501,292.501,292.501,292.501,292.501
194.158,194.158,194.158,194.158,194.158
123.116,123.116,123.116,123.116,123.116
124.176,124.176,124.176,124.176,124.176
159.677,159.677,159.677,159.677,159.677
120.022,120.022,120.022,120.022,120.022
69.2375,69.2375,69.2375,69.2375,69.2375
85.7773,85.7773,85.7773,85.7773,85.7773
76.4805,76.4805,76.4805,76.4805,76.4805
97.6937,97.6937,97.6937,97.6937,97.6937
154.942,154.942,154.942,154.942,154.942
174.298,174.298,174.298,174.298,174.298
215.385,215.385,215.385,215.385,215.385
123.135,123.135,123.135,123.135,123.135
84.5703,84.5703,84.5703,84.5703,84.5703
190.732,190.732,190.732,190.732,190.732
176.794,176.794,176.794,176.794,176.794
216.824,216.824,216.824,216.824,216.824
202.832,202.832,202.832,202.832,202.832
68.8782,68.8782,68.8782,68.8782,68.8782
71.9128,71.9128,71.9128,71.9128,71.9128
93.6132,93.6132,93.6132,93.6132,93.6132
293.054,293.054,293.054,293.054,293.054
202.83,202.83,202.83,202.83,202.83
216.789,216.789,216.789,216.789,216.789
202.941,202.941,202.941,202.941,202.941
124.431,124.431,124.431,124.431,124.431
159.597,159.597,159.597,159.597,159.597
95.5378,95.5378,95.5378,95.5378,95.5378
85.9481,85.9481,85.9481,85.9481,85.9481
112.636,112.636,112.636,112.636,112.636
147.484,147.484,147.484,147.484,147.484
51.1202,51.1202,51.1202,51.1202,51.1202
85.0314,85.0314,85.0314,85.0314,85.0314
200.795,200.795,200.795,200.795,200.795
199.87,199.87,199.87,199.87,199.87
159.7,159.7,159.7,159.7,159.7
117.765,117.765,117.765,117.765,117.765
85.9759,85.9759,85.9759,85.9759,85.9759
121.245,121.245,121.245,121.245,121.245
210.17,210.17,210.17,210.17,210.17
198.729,198.729,198.729,198.729,198.729
190.29,190.29,190.29,190.29,190.29
69.9957,69.9957,69.9957,69.9957,69.9957
83.5307,83.5307,83.5307,83.5307,83.5307
131.065,131.065,131.065,131.065,131.065
189.333,189.333,189.333,189.333,189.333
179.005,179.005,179.005,179.005,179.005
202.691,202.691,202.691,202.691,202.691
198.921,198.921,198.921,198.921,198.921
239.059,239.059,239.059,239.059,239.059
206.518,206.518,206.518,206.518,206.518
174.725,174.725,174.725,174.725,174.725
274.366,274.366,274.366,274.366,274.366
177.637,177.637,177.637,177.637,177.637
131.212,131.212,131.212,131.212,131.212
189.164,189.164,189.164,189.164,189.164
235.899,235.899,235.899,235.899,235.899
202.499,202.499,202.499,202.499,202.499
159.622,159.622,159.622,159.622,159.622
112.141,112.141,112.141,112.141,112.141
120.716,120.716,120.716,120.716,120.716
192.718,192.718,192.718,192.718,192.718
199.29,199.29,199.29,199.29,199.29
260.017,260.017,260.017,260.017,260.017
188.512,188.512,188.512,188.512,188.512
123.083,123.083,123.083,123.083,123.083
87.7568,87.7568,87.7568,87.7568,87.7568
127.806,127.806,127.806,127.806,127.806
93.8995,93.8995,93.8995,93.8995,93.8995
121.527,121.527,121.527,121.527,121.527
187.97,187.97,187.97,187.97,187.97
179.202,179.202,179.202,179.202,179.202
